Target Type,Target member,Header for assembly name entries,.Net Core,Recommended changes,Issue ID,Category,Severity,Recommendation,JSON input File,OverHead Cost,Occurence Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,T:System.ServiceModel.FaultException`1,BulkDeleteExported,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,M:System.ServiceModel.FaultException`1.get_Detail,BulkDeleteExported,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,T:System.ServiceModel.FaultException`1,CRUDEmailAttachements,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,M:System.ServiceModel.FaultException`1.get_Detail,CRUDEmailAttachements,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,T:System.ServiceModel.FaultException`1,DetectMultipleDuplicateRecords,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,M:System.ServiceModel.FaultException`1.get_Detail,DetectMultipleDuplicateRecords,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,T:System.ServiceModel.FaultException`1,EarlyBoundEntityOperations,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException`1,M:System.ServiceModel.FaultException`1.get_Detail,EarlyBoundEntityOperations,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException,T:System.ServiceModel.FaultException,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultException,M:System.ServiceModel.FaultException.get_Code,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultReasonText,T:System.ServiceModel.FaultReasonText,Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultReasonText,M:System.ServiceModel.FaultReasonText.#ctor(System.String),Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultReason,T:System.ServiceModel.FaultReason,Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultReason,M:System.ServiceModel.FaultReason.#ctor(System.ServiceModel.FaultReasonText),Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultContractAttribute,T:System.ServiceModel.FaultContractAttribute,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultContractAttribute,T:System.ServiceModel.FaultContractAttribute,Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultContractAttribute,M:System.ServiceModel.FaultContractAttribute.#ctor(System.Type),Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.FaultContractAttribute,M:System.ServiceModel.FaultContractAttribute.#ctor(System.Type),Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageHeader`1,T:System.ServiceModel.MessageHeader`1,Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,issue Id : SYSM12,ms-api-nuget,,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageHeader`1,M:System.ServiceModel.MessageHeader`1.#ctor(`0),Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageHeader`1,"M:System.ServiceModel.MessageHeader`1.GetUntypedHeader(System.String,System.String)",Microsoft.Xrm.Tooling.Connector,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityOverHttp,T:System.ServiceModel.MessageSecurityOverHttp,Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityOverHttp,T:System.ServiceModel.MessageSecurityOverHttp,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityOverHttp,M:System.ServiceModel.MessageSecurityOverHttp.get_ClientCredentialType,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityOverHttp,M:System.ServiceModel.MessageSecurityOverHttp.set_ClientCredentialType(System.ServiceModel.MessageCredentialType),Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityOverHttp,M:System.ServiceModel.MessageSecurityOverHttp.set_NegotiateServiceCredential(System.Boolean),Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityVersion,T:System.ServiceModel.MessageSecurityVersion,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityVersion,M:System.ServiceModel.MessageSecurityVersion.get_TrustVersion,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityVersion,M:System.ServiceModel.MessageSecurityVersion.get_WSSecurity11WSTrust13WSSecureConversation13WSSecurityPolicy12BasicSecurityProfile10,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageSecurityVersion,M:System.ServiceModel.MessageSecurityVersion.get_WSSecurity11WSTrustFebruary2005WSSecureConversationFebruary2005WSSecurityPolicy11BasicSecurityProfile10,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageCredentialType,T:System.ServiceModel.MessageCredentialType,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.MessageCredentialType,T:System.ServiceModel.MessageCredentialType,Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.WSHttpSecurity,T:System.ServiceModel.WSHttpSecurity,Microsoft.Xrm.Sdk.Deployment,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,issue Id : SYSM25,ms-api-nuget,,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.WSHttpSecurity,T:System.ServiceModel.WSHttpSecurity,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.ServiceModel.WSHttpSecurity,M:System.ServiceModel.WSHttpSecurity.get_Message,Microsoft.Xrm.Sdk,Not supported,Microsoft has made available the relevant assemblies as packages on NuGet now. System.ServiceModel.Primitives is the base package; add the others if necessary to your project.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
